fgroup,1,2,4,6,12,25,40,50
forb,0.36032,0.221672,0.167404,0.046097143,0.07358,0.044384286,0.127624,0.098253182
grass,0.47408,0.347204,0.251338,0.300785714,0.165801667,0.211555714,0.201796,0.282294091
shrub,0.14564,0.312016,0.502304,0.389711429,0.683461667,0.597465714,0.488558,0.353425455
vine,0,0,0,0,0.002701667,0.001634286,0,0.041044091
tree,0.01996,0.097458,0.025258,0.150107143,0.026175,0.053494286,0.136888,0.131926364
crust,0,0.021651,0.053698,0.113298571,0.048283333,0.091464286,0.045134,0.093056818
