,1,2,3,6,11,21,40,50
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0350840784644895
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06719011489348091
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6774804421624112
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5637146602776393
21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0350840784644895
40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,0.0350840784644895,0.06719011489348091,0.6774804421624112,1.0,0.5637146602776393,0.0350840784644895,1.0,1.0
