,1,2,3,6,11,21,39,50
1,1.0,1.0,1.0,0.033743541342285965,0.2137696599732566,0.036162400172255235,1.0,0.09804516951477808
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.033743541342285965,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,0.2137696599732566,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,0.036162400172255235,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,0.09804516951477808,1.0,1.0,1.0,1.0,1.0,1.0,1.0
