ageclassn,n,W,p_shapiro
1,7,0.6466523672668427,0.0009428549305043147
2,11,0.8871718572042674,0.12817652475543234
3,6,0.9272500127783826,0.5590387243910624
6,7,0.9333669983593067,0.5798854802763457
11,5,0.9298102568736386,0.5950771486890412
21,14,0.9266864141037968,0.2740144807491103
40,5,0.9563929491229147,0.7826696419550994
50,22,0.39925746050671007,1.6901609461831095e-08
