,1,2,3,6,11,21,40,50
1,1.0,1.0,0.04146790861114615,0.3161221288572963,0.0019326522993116395,0.0003326747037536949,0.7607551047883079,0.08477381359383832
2,1.0,1.0,0.16874886798334068,0.9599202542208973,0.008658205572061112,0.0013038674877975647,1.0,0.3716331483593185
3,0.04146790861114615,0.16874886798334068,1.0,1.0,1.0,1.0,1.0,1.0
6,0.3161221288572963,0.9599202542208973,1.0,1.0,1.0,1.0,1.0,1.0
11,0.0019326522993116395,0.008658205572061112,1.0,1.0,1.0,1.0,1.0,0.49955555030892407
21,0.0003326747037536949,0.0013038674877975647,1.0,1.0,1.0,1.0,1.0,0.3716331483593185
40,0.7607551047883079,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,0.08477381359383832,0.3716331483593185,1.0,1.0,0.49955555030892407,0.3716331483593185,1.0,1.0
