ageclassn,n,W,p_shapiro
1,7,0.9071466750587841,0.37647043499262745
2,11,0.8037811856437119,0.010549408862380158
3,6,0.8072811223310201,0.06827295167993831
6,7,0.902270727703241,0.34495395077581315
11,5,0.7851310934091217,0.060965443596593644
21,14,0.9500383959217233,0.5613014060982446
40,5,0.9027555893586212,0.4253026845683294
50,22,0.6519836534994821,5.084566728545747e-06
