ageclassn,n,W,p_shapiro
1,7,0.8850236226751775,0.2496973980296947
2,11,0.848450933251812,0.040735988184333924
3,5,0.8857852471653469,0.3363535598563144
6,7,0.9861405750679795,0.9838212856010456
11,6,0.8969993939809262,0.3564975766377435
21,14,0.9770852323582513,0.9543742249956804
39,5,0.9037577249033408,0.43100176600641077
50,22,0.8940711460868687,0.022662183147404303
