ageclassn,n,W,p_shapiro
1,8,0.9304359629373866,0.5200518750277194
2,10,0.9430031003017864,0.5868874829047481
4,5,0.8617095483508923,0.23445152014557197
6,7,0.9634438184998372,0.8476796723099672
12,6,0.7989285832850812,0.05748271119241311
25,14,0.8516867657954231,0.023414881766715086
40,5,0.9296985622735067,0.5943163314324355
50,22,0.9528464512228064,0.3592387149117595
