ageclassn,n,W,p_shapiro
1,8,0.9803026096939375,0.9643863538540385
2,10,0.9204173140296626,0.3604486146897206
4,5,0.9736951025874145,0.8983963417822871
6,7,0.760444117878496,0.016291046000296405
12,6,0.9581443386274642,0.8053308877145726
25,14,0.8890151590209754,0.07823552790526346
40,5,0.7757960608271952,0.05070127310431008
50,22,0.9764793070909816,0.8531018819694853
