ageclassn,n,W,p_shapiro
1,8,0.9434134872450548,0.6449466732998903
2,10,0.9275328826897813,0.4240688051782444
4,5,0.7057990202566685,0.0110012055115822
6,7,0.9569209888268736,0.7919253480433645
12,6,0.9308557710023357,0.5867266617486585
25,14,0.9046001231102281,0.13153990344283029
40,5,0.7670894340590156,0.042521271024798905
50,22,0.9524809117855128,0.35340166417016833
