ageclassn,n,W,p_shapiro
1,8,0.8536219501595101,0.10364312540037796
2,10,0.829172413789281,0.03270142600847168
4,5,0.8479940897995376,0.18826089393931733
6,7,0.9772999306221132,0.9454364072188605
12,6,0.8258908079758263,0.0991734608408533
25,14,0.8850429234573853,0.06860373527001375
40,5,0.954708299796699,0.770739704240432
50,22,0.9439536572796258,0.2385980062340683
