ageclassn,n,W,p_shapiro
1,8,0.8419854548943649,0.0789392238200749
2,10,0.9744874021474978,0.9290502710718289
4,5,0.8241844451609874,0.12572386105860928
6,7,0.9252094488882285,0.510933073577415
12,6,0.9135912027388048,0.46044034947283397
25,14,0.9602249351422945,0.7268008561502378
40,5,0.9380421603459318,0.65213145100455
50,22,0.9704461849171032,0.7213445659966665
