ageclassn,n,W,p_shapiro
1,8,0.7009366464132176,0.002308095383001281
2,10,0.8495119408187382,0.05731739813778691
4,5,0.9441741101352222,0.6955792846311408
6,7,0.8541939611769704,0.13420203248105417
12,6,0.7444540918347617,0.017570436555365023
25,14,0.9105882783729562,0.16071627769725266
40,5,0.9301438453131461,0.597351785611147
50,22,0.8973871540847691,0.02636402557176517
